anchor_path,negative_path,similarity
../data/processed/fiw/train/train-faces/F0009/MID5/P10574_face3.jpg,../data/processed/fiw/train/train-faces/F0607/unrelated_and_nonfaces/P06389_face2.jpg,0.7303094863891602
../data/processed/fiw/train/train-faces/F0009/MID5/P11751_face0.jpg,../data/processed/fiw/train/train-faces/F0115/MID3/P01196_face4.jpg,0.618536651134491
../data/processed/fiw/train/train-faces/F0128/MID1/P01336_face7.jpg,../data/processed/fiw/train/train-faces/F0701/MID2/P07326_face1.jpg,0.6804822087287903
../data/processed/fiw/train/train-faces/F0141/MID1/P01487_face5.jpg,../data/processed/fiw/train/train-faces/F0915/MID2/P09663_face3.jpg,0.603354811668396
../data/processed/fiw/train/train-faces/F0157/MID1/P01680_face1.jpg,../data/processed/fiw/train/train-faces/F0576/MID2/P06057_face1.jpg,0.6052330732345581
../data/processed/fiw/train/train-faces/F0173/MID4/P01863_face4.jpg,../data/processed/fiw/train/train-faces/F0173/MID2/P01862_face4.jpg,0.6325450539588928
../data/processed/fiw/train/train-faces/F0180/MID2/P01928_face1.jpg,../data/processed/fiw/train/train-faces/F0685/unrelated_and_nonfaces/P07150_face0.jpg,0.6203014850616455
../data/processed/fiw/train/train-faces/F0202/MID3/P02175_face3.jpg,../data/processed/fiw/train/train-faces/F1013/MID4/P13131_face4.jpg,0.666481077671051
../data/processed/fiw/train/train-faces/F0206/MID1/P10901_face0.jpg,../data/processed/fiw/train/train-faces/F0016/unrelated_and_nonfaces/P00163_face0.jpg,0.6103646755218506
../data/processed/fiw/train/train-faces/F0206/MID1/P10901_face0.jpg,../data/processed/fiw/train/train-faces/F0032/MID4/P00339_face1.jpg,0.6165984869003296
../data/processed/fiw/train/train-faces/F0234/MID3/P02479_face2.jpg,../data/processed/fiw/train/train-faces/F0361/MID4/P03830_face1.jpg,0.6257175207138062
../data/processed/fiw/train/train-faces/F0262/MID3/P02789_face0.jpg,../data/processed/fiw/train/train-faces/F0048/MID6/P00476_face6.jpg,0.6187007427215576
../data/processed/fiw/train/train-faces/F0377/MID2/P04003_face2.jpg,../data/processed/fiw/train/train-faces/F0195/MID3/P02102_face0.jpg,0.8898742198944092
../data/processed/fiw/train/train-faces/F0380/MID5/P04038_face0.jpg,../data/processed/fiw/train/train-faces/F0504/unrelated_and_nonfaces/P05328_face2.jpg,0.6457090973854065
../data/processed/fiw/train/train-faces/F0380/MID5/P04038_face0.jpg,../data/processed/fiw/train/train-faces/F0263/unrelated_and_nonfaces/P02804_face1.jpg,0.6893476247787476
../data/processed/fiw/train/train-faces/F0388/MID1/P04110_face0.jpg,../data/processed/fiw/train/train-faces/F0215/MID1/P02280_face1.jpg,0.6212493181228638
../data/processed/fiw/train/train-faces/F0425/MID1/P11465_face0.jpg,../data/processed/fiw/train/train-faces/F0899/MID1/P10550_face0.jpg,0.6516609191894531
../data/processed/fiw/train/train-faces/F0439/MID1/P10663_face0.jpg,../data/processed/fiw/train/train-faces/F0782/MID2/P08257_face0.jpg,0.6293573379516602
../data/processed/fiw/train/train-faces/F0445/MID3/P04709_face3.jpg,../data/processed/fiw/train/train-faces/F0353/MID3/P03745_face1.jpg,0.6190703511238098
../data/processed/fiw/train/train-faces/F0506/MID1/P05345_face1.jpg,../data/processed/fiw/train/train-faces/F0718/MID1/P07533_face2.jpg,0.6562203168869019
../data/processed/fiw/train/train-faces/F0514/MID1/P05415_face1.jpg,../data/processed/fiw/train/train-faces/F0514/MID2/P05421_face0.jpg,0.6300321817398071
../data/processed/fiw/train/train-faces/F0526/MID2/P05528_face1.jpg,../data/processed/fiw/train/train-faces/F0968/unrelated_and_nonfaces/P10201_face3.jpg,0.6340672969818115
../data/processed/fiw/train/train-faces/F0535/MID1/P05622_face1.jpg,../data/processed/fiw/train/train-faces/F0337/MID2/P03575_face1.jpg,0.6118127107620239
../data/processed/fiw/train/train-faces/F0535/MID3/P05626_face1.jpg,../data/processed/fiw/train/train-faces/F0127/MID1/P01318_face1.jpg,0.6558703184127808
../data/processed/fiw/train/train-faces/F0537/MID1/P05646_face6.jpg,../data/processed/fiw/train/train-faces/F0790/MID2/P11156_face3.jpg,0.6027159094810486
../data/processed/fiw/train/train-faces/F0542/MID1/P05689_face2.jpg,../data/processed/fiw/train/train-faces/F0881/unrelated_and_nonfaces/P09298_face4.jpg,0.6994734406471252
../data/processed/fiw/train/train-faces/F0544/MID4/P05709_face1.jpg,../data/processed/fiw/train/train-faces/F0918/MID2/P09686_face12.jpg,0.6147899031639099
