kin_similarities,nonkin_similarities
0.06031103032715149,-0.025458522841090393
0.09062179886558422,-0.08685303078162611
0.39135902073113904,0.048793024162131576
0.31312188344936454,-0.1350765384996026
0.09036404053082396,0.034834770655458994
0.24999038088455666,0.08373445551181576
0.4175780119094807,-0.10759212617202064
0.03159259868566134,0.15240136500387896
0.031084516122036894,0.13469594762961784
0.37002802746694785,0.16896742749483018
0.3997763889427671,0.272547650144862
0.238006602432613,0.0040719862146406695
0.1731585939444005,0.17839926758674107
-0.010021544689511278,-0.039724420982958204
0.12308906914555777,0.0075257716606694555
0.42695434036938884,0.30747469817769923
0.15809276634810498,0.06776980176990667
0.21242626971065182,0.2641727138676262
0.5872494536667494,-0.1206641674037429
0.3829603575640973,0.10436486692698446
0.14820395691110372,0.11073229686910267
0.2392912296573153,-0.07927079358784317
-0.18434273987979985,-0.024636823454441965
0.41714252549673525,0.048303374641649674
0.3550610827019315,0.10491982436517251
0.2794306347237111,0.0792108032625701
0.043479577991063605,0.10372646152769038
0.006768900895251671,-0.3110339795498891
0.25398366669617023,0.16370969217721926
0.6445261072706612,-0.04446836570358755
0.12711350630748935,0.1643325693455551
-0.04327324167843383,0.059170619987512524
0.303786249522123,0.0007150011616816401
0.10308234241782516,0.24607703668392045
0.31822404107821656,-0.01682586561674293
-0.0005188330726579472,-0.09305592540149679
0.22030307191106685,0.2460968386554092
0.2367173447742163,0.20666837260559429
0.2810846774015779,0.10907755166305474
-0.1690386417338733,0.11291769406869376
0.061535360938600875,0.001269601725493094
0.01547762197092057,0.11422503798005446
0.30430884099452415,-0.019978873567043153
0.17897999821870264,0.21764843805163075
-0.18665080710915816,-0.029883420954342352
0.48221003826064646,0.30472742676076475
0.30625583978318016,0.10518944687536737
0.05933941500554508,0.16174934632286136
0.15887602768822184,-0.0207064965993347
0.28702107953082057,0.23470975348567205
0.0011824700400316843,0.1364751425842868
0.4747145522567193,-0.040227612614267466
0.08625959306199357,0.024277714068230826
0.1888297362584317,-0.005563678528448631
0.1481389660542209,0.28353975314863405
0.5218553321399725,0.09915013897391001
0.046241007753808364,-0.008486698199799681
0.34630995154168487,-0.2708132533044305
0.25902865847559936,-0.054149766487501104
0.35597390198350465,0.07921989742663882
0.19179554588013198,-0.005026928525643626
0.18194403777591234,0.14439991709343097
0.25273176452197166,0.3540867087802596
0.5557369041004202,0.08470918360641216
0.34916552370061793,0.14606541778911783
0.655573439599343,-0.026236220007997142
0.13091122277706474,-0.15171647171713576
0.4882660285975485,0.36005189934261883
0.34957855337194926,0.09447950320922754
0.09623496503255213,0.26178468711931496
0.5549634600775339,-0.17919722796605553
0.1480555215682176,0.056519637298923495
0.19326856496028305,0.10892914541650492
0.3767617902935616,-0.027517970487722105
0.41128026374406784,0.08460977457259186
0.04710905780532072,0.19016339250882766
