anchor_path,negative_path,similarity
../data/processed/fiw/train/train-faces/F0004/MID2/P00046_face1.jpg,../data/processed/fiw/train/train-faces/F0653/unrelated_and_nonfaces/P06864_face5.jpg,0.6021952629089355
../data/processed/fiw/train/train-faces/F0009/MID1/P11732_face0.jpg,../data/processed/fiw/train/train-faces/F0046/MID5/P00456_face0.jpg,0.6180766820907593
../data/processed/fiw/train/train-faces/F0009/MID1/P11740_face0.jpg,../data/processed/fiw/train/train-faces/F0419/MID2/P04405_face2.jpg,0.6004496812820435
../data/processed/fiw/train/train-faces/F0009/MID4/P11721_face4.jpg,../data/processed/fiw/train/train-faces/F0288/MID4/P03071_face5.jpg,0.6007039546966553
../data/processed/fiw/train/train-faces/F0009/MID5/P11751_face0.jpg,../data/processed/fiw/train/train-faces/F0115/MID3/P01196_face4.jpg,0.6497197151184082
../data/processed/fiw/train/train-faces/F0009/MID5/P11751_face0.jpg,../data/processed/fiw/train/train-faces/F0115/MID3/P01194_face0.jpg,0.6043964624404907
../data/processed/fiw/train/train-faces/F0009/MID7/P10576_face2.jpg,../data/processed/fiw/train/train-faces/F0294/unrelated_and_nonfaces/P03129_face5.jpg,0.6143688559532166
../data/processed/fiw/train/train-faces/F0009/MID7/P10576_face2.jpg,../data/processed/fiw/train/train-faces/F1016/MID6/P13166_face1.jpg,0.6480608582496643
../data/processed/fiw/train/train-faces/F0009/MID7/P11739_face0.jpg,../data/processed/fiw/train/train-faces/F0771/MID4/P08145_face2.jpg,0.6652826070785522
../data/processed/fiw/train/train-faces/F0009/MID7/P11742_face1.jpg,../data/processed/fiw/train/train-faces/F0166/MID4/P01782_face0.jpg,0.6550323963165283
../data/processed/fiw/train/train-faces/F0009/MID7/P10576_face2.jpg,../data/processed/fiw/train/train-faces/F0291/unrelated_and_nonfaces/P03101_face4.jpg,0.6521643996238708
../data/processed/fiw/train/train-faces/F0009/MID7/P11739_face0.jpg,../data/processed/fiw/train/train-faces/F0743/MID4/P07792_face1.jpg,0.6032575964927673
../data/processed/fiw/train/train-faces/F0009/MID7/P11736_face0.jpg,../data/processed/fiw/train/train-faces/F0650/MID7/P06844_face0.jpg,0.6611286997795105
../data/processed/fiw/train/train-faces/F0010/MID3/P00104_face1.jpg,../data/processed/fiw/train/train-faces/F0447/MID3/P04727_face0.jpg,0.6184202432632446
../data/processed/fiw/train/train-faces/F0015/MID2/P00151_face3.jpg,../data/processed/fiw/train/train-faces/F0852/MID5/P09007_face3.jpg,0.6377720832824707
../data/processed/fiw/train/train-faces/F0015/MID2/P00144_face3.jpg,../data/processed/fiw/train/train-faces/F0117/MID3/P01218_face3.jpg,0.6104621291160583
